BLHARMDA	0.21247781829995244
BNPMDA	0.20737924424069654
CNMDA	0.12544149839090107
DRMDA	0.17852914046134702
EGBMMDA	0.20528203215028867
GIMDA	0.19891432779126378
GRMDA	0.12786006726178017
HAMDA	0.2046756062816783
HGIMDA	0.19487916452190643
HLPMDA	0.22608143361720542
HNMDA	0.11644451095210069
ICFMDA	0.22652049049811523
IMCMDA	0.14681074821920018
L1-norm	0.14790424530705437
LFEMDA	0.30133244729300956
LLCMDA	0.22358704478418034
LPLNS	0.2858143189842912
LRSSLMDA	0.17591879060566157
MCLPMDA	0.31082443067733423
MCMDA	0.13402178399782966
MDHGI	0.17045202028489082
MERWMDA	0.18307423066949674
MKRMDA	0.20181583452002502
NARRMDA	0.18907673975109995
NDAMDA	0.08376862406854689
NRLMFMDA	0.0777168283121891
NSEMDA	0.1906913177998341
PBMDA	0.18645675586585558
PRMDA	0.12430839703743846
RFMDA	0.1954476220574317
RWBRMDA	0.053442533308494314
SACMDA	0.22654854544590153
SNMDA	0.22458469758524516
SNMFMDA	0.1925290468754135
SSCMDA	0.07637628878665445
TLHNMDA	0.17189971604099535
